Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,7_Day_Moving_Avg,HighVolatility,Above_Moving_Avg,Symbol
2026-06-24 00:00:00-04:00,295.1054570720635,299.4417438827621,292.68755959702736,292.8274230957031,53081900,0.0,0.0,-0.77,296.03,0,0,AAPL
2026-06-25 00:00:00-04:00,287.1523472601469,288.55113481081804,273.5141152813601,274.91290283203125,107013700,0.0,0.0,-4.26,293.0,0,0,AAPL
2026-06-26 00:00:00-04:00,274.7630284991681,285.70360492137456,273.9737007161028,283.53546142578125,261775500,0.0,0.0,3.19,290.79,1,0,AAPL
2026-06-29 00:00:00-04:00,286.4829438934296,288.12151489662153,279.6088673150861,281.4972229003906,66427000,0.0,0.0,-1.74,288.76,0,0,AAPL
2026-06-30 00:00:00-04:00,280.9277417485351,289.69017405322865,280.45814550695326,289.11065673828125,65100200,0.0,0.0,2.91,287.53,1,1,AAPL
2026-07-01 00:00:00-04:00,293.1871503157195,296.33442991747245,288.95081360688545,294.1263427734375,50164200,0.0,0.0,0.32,287.15,0,1,AAPL
2026-07-02 00:00:00-04:00,293.866538367699,309.15337194761725,293.4269150966668,308.3640441894531,75352800,0.0,0.0,4.93,289.2,1,1,AAPL
2026-07-06 00:00:00-04:00,307.0951430290638,313.9292760509671,306.7354678654279,312.3905944824219,53590000,0.0,0.0,1.72,291.99,0,1,AAPL
2026-07-07 00:00:00-04:00,315.0183186077797,315.2081573213481,309.88273318392555,310.3923034667969,42490000,0.0,0.0,-1.47,297.06,0,1,AAPL
2026-07-08 00:00:00-04:00,311.6412289475945,314.5487250421545,306.7854009831778,313.1199645996094,41323500,0.0,0.0,0.47,301.29,0,1,AAPL
2026-07-09 00:00:00-04:00,310.24243869469103,316.2572401947346,307.8944576262147,315.947509765625,48124500,0.0,0.0,1.84,306.21,0,1,AAPL
2026-07-10 00:00:00-04:00,314.4488202226986,316.6369356310425,311.9010296470402,315.0483093261719,34132300,0.0,0.0,0.19,309.91,0,1,AAPL
2026-07-13 00:00:00-04:00,316.7468014245228,323.171283634363,315.5078797345754,317.0365600585937,43257800,0.0,0.0,0.09,313.19,0,1,AAPL
2026-07-14 00:00:00-04:00,313.48965629761443,315.91755515351207,311.64124426456783,314.58868408203125,36336800,0.0,0.0,0.35,314.07,0,1,AAPL
2026-07-15 00:00:00-04:00,317.34631234952286,328.44675508114506,317.0465830462295,327.2178039550781,60957600,0.0,0.0,3.11,316.19,1,1,AAPL
2026-07-16 00:00:00-04:00,327.72736328456057,334.3915986652446,326.50841333986017,332.97283935546875,62970600,0.0,0.0,1.6,319.42,0,1,AAPL
2026-07-17 00:00:00-04:00,331.693929977533,334.7013154010385,328.7164869908464,333.452392578125,63407100,0.0,0.0,0.53,322.32,0,1,AAPL
2026-07-20 00:00:00-04:00,333.2226134619852,333.4224228207836,323.4010672140761,326.3085632324219,53468000,0.0,0.0,-2.07,323.8,0,1,AAPL
2026-07-21 00:00:00-04:00,322.85156758462244,329.3159936819017,321.94234806189104,327.45758056640625,41338900,0.0,0.0,1.43,325.58,0,1,AAPL
2026-07-22 00:00:00-04:00,327.58746619388995,328.7164973399543,323.0613709608057,325.60919189453125,38755900,0.0,0.0,-0.6,326.8,0,0,AAPL
2026-07-23 00:00:00-04:00,321.4527900194849,323.0214140443725,319.0748358849152,321.3828430175781,40840800,0.0,0.0,-0.02,327.77,0,0,AAPL
2026-07-24 00:00:00-04:00,321.5127284115298,334.0818750563203,321.3428614810286,332.7330322265625,47489400,0.0,0.0,3.49,328.56,1,1,AAPL
2026-07-27 00:00:00-04:00,334.2517370375488,339.277401491225,333.73216560461384,336.61968994140625,49604300,0.0,0.0,0.71,329.08,0,1,AAPL
2026-07-28 00:00:00-04:00,339.73698155301014,342.59453283396704,335.31080637618777,339.78692626953125,51859000,0.0,0.0,0.01,329.99,0,1,AAPL
2026-07-29 00:00:00-04:00,339.43727163464206,344.2730974331505,337.0593175600121,337.8985900878906,56090800,0.0,0.0,-0.45,331.64,0,1,AAPL
2026-07-30 00:00:00-04:00,332.8129674612056,334.4615395264105,329.30598233808786,333.1426696777344,74817800,0.0,0.0,0.1,332.45,0,1,AAPL
2026-07-31 00:00:00-04:00,304.5473560391476,310.4222943774597,299.7415030462749,308.6438293457031,132489100,0.0,0.0,1.35,330.03,0,0,AAPL
2026-08-03 00:00:00-04:00,309.313234694189,311.5313230344714,302.29929450581176,303.1585693359375,75052000,0.0,0.0,-1.99,327.43,0,0,AAPL
2026-08-04 00:00:00-04:00,302.46913991298527,310.1525156602479,301.0603512911937,309.1134033203125,68001000,0.0,0.0,2.2,324.05,1,0,AAPL
2026-08-05 00:00:00-04:00,309.09342362565195,311.4414048335362,305.406631186344,310.7320251464844,49438800,0.0,0.0,0.53,320.35,0,0,AAPL
2026-08-06 00:00:00-04:00,314.06913775687,316.0174696892129,308.96355554648414,312.14080810546875,46139900,0.0,0.0,-0.61,316.4,0,0,AAPL
2026-08-07 00:00:00-04:00,311.1816431226555,314.53873325457766,310.47223295908327,313.0599975585937,34437200,0.0,0.0,0.6,312.86,0,1,AAPL
2026-08-10 00:00:00-04:00,306.8299865722656,308.260009765625,304.6099853515625,308.260009765625,44812500,0.27,0.0,0.47,309.3,0,0,AAPL
2026-08-11 00:00:00-04:00,307.75,309.9700012207031,302.7900085449219,304.9100036621094,37476700,0.0,0.0,-0.92,308.77,0,0,AAPL
2026-08-12 00:00:00-04:00,305.1000061035156,305.6600036621094,300.57000732421875,302.25,41657800,0.0,0.0,-0.93,308.64,0,0,AAPL
2026-08-13 00:00:00-04:00,304.2099914550781,306.0,302.04998779296875,305.260009765625,40349300,0.0,0.0,0.35,308.09,0,0,AAPL
2026-08-14 00:00:00-04:00,306.0,307.489990234375,304.29998779296875,305.92999267578125,28229400,0.0,0.0,-0.02,307.4,0,0,AAPL
